0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
256750.0475148878,36039501.351202376,876378.8437580763,14890266311.375109,287322.86889381404,1585679276.5828495,151918.3078996747,53019160.169250816,231075.00889099293,522274087.5161543,418389.3685136851,3072047.1425426253,213343.04366836636,263293.9887061899,198742.75284228727,373443.94682174735,198626.51852826422,18678086.982608926,211299.1113777245,191385.2927939491,198009.18422669853,133234307.19516234,229003.19656518401,23271813623.96059,240115.06899668789,1566817679.9775405,381133.5356135122,340515538.75346303,252715.7074981203,68868628.49774835,269117.51816225477,139474524.86261714,276118.6836173592,957910343.9703918,409665.86976251064,14293397189.901793,305697.74055653886,9141862302.900515,369345.4309833569,1306448120.8832252,361517.2668570781,34954449402.13187,403013.2681929505,59291311663.058014,440027.0815351365,19782993068.48844,358515.4003649065,30586749061.184772,452654.47114796087,2718081493.9453735,363805.3896284494,58287878.63047233,406899.9299060175,269523573.6912844,347421.3239922992,17014447.335613,371847.09178727656,5975043.173687558,384069.7841383501,134020104.38319533,370053.7725517932,1051579.141085852,367901.4338540646,337329373.64019805,452083.47961860825,8197822.2522571795,289543.54729768005,84650628.94230278,339954.10920945706,5922020.11957672,241935.02303402143,20492911.915779307,345170.2659884724,894150.1908321449,305195.48534114676,912655318.6704195,288235.69394654414,4416863046.833257,399445.2763501328,2467659987.456296,317733.16144324385,995697819.3393487
5532.011013415567,42084583.53827928,233475.5413065797,10643918589.963772,157991.06442575442,1957243542.7336814,204413.90788248274,43597109.65541632,94234.29839173243,421438666.0514705,243678.32165776117,3374552.1954569207,62579.1134834106,203899.91220725077,53733.906162145686,12318.032922560495,53263.21526164844,30011606.050236527,54091.454286330685,67135.63586888951,53145.55493549636,125302189.54639529,55622.89420349806,22794767186.99589,161827.7665837597,1568168197.249595,270045.43129329255,321450226.46123755,131493.82141266676,67004034.437676206,172401.02493776125,119990067.19679886,129584.37519524027,856216330.1546239,265755.5176957859,13192076039.542685,176068.21558971144,9651280198.59906,232982.80699889938,1180656005.0505223,276576.61391705036,36359555912.38273,172329.15936252216,55427047239.10699,371179.8216016209,20328622268.929813,287378.36244248133,31307969210.765648,306498.2333092076,2320242282.6481333,310981.1068362914,66394887.969340205,291002.7483592201,254589905.21774727,262842.1747125491,22536538.359411214,276100.4006552339,9014225.080707422,276552.6816199061,119841112.66670316,323091.35465634195,1039745.0261676906,310347.93148053874,326188190.49029505,541105.6625417804,9877432.013522923,279936.1143220989,99970398.10309885,277785.65493233706,5017297.823236066,257898.81439486775,22565305.288053587,422813.6462834838,880843.6924378038,263000.2045493142,823484599.242,290380.53850229527,4523195984.062465,316061.03721543064,2177276946.966572,,
2285.9486169040583,44591223.417324744,110980.23387026948,10512578475.652672,28887.642772701947,1528104100.9392257,63150.43029275335,42293068.73655896,58904.55806916022,410653381.4205079,179942.73312498792,3524948.6342876405,21295.75025914781,7891.450592262931,283.1833662609952,1209.4697882136722,340.8119215082026,12732964.04386311,3082.139204596677,310.70303295663905,76.015495147487,133248663.01338707,37529.89883083213,21695036616.0477,121302.45128662413,1605514036.6369877,226666.54966393605,316694266.5770827,98227.45943091098,58796846.21887867,365954.29942588805,156850465.77580127,100845.66003793872,844546876.3087595,227657.98578707833,13604624654.306437,249051.77379036244,9924415772.456837,248591.04098559538,1089468412.471774,295517.0340605036,37116811006.26478,178752.26921533418,56790423371.670364,222309.1406585869,18028487025.261482,291514.59605669655,31794467060.616947,488225.55081440834,2425491418.266526,279822.165083748,54221848.71179445,386297.2083741776,282733620.9306803,314679.2059225477,21444367.974266417,458599.64837771474,8779805.011949245,437614.255019994,161335200.48507175,271927.51302525064,1052873.0909367579,322808.7975633979,334379068.6297894,378692.7856634057,6509496.929273277,290564.728520179,103482394.5402075,304358.4972038329,4470397.108210533,278919.0967693485,20251936.73650536,405534.47970716807,887882.4697405145,385446.7356182317,902497554.7508762,360228.5578656695,4377196277.378837,506402.96032067004,,,
5916.517817820216,41136171.33454804,242958.25197288126,11620406072.976557,127122.76995039578,1640807103.7839282,114978.69611716396,51017044.03199635,131354.5357941123,473159417.40625674,225748.42685866632,1401980.478264915,56021.333061342506,9098.226304521011,52788.69541656193,171638.4675740725,53011.48083465226,12635509.446515756,58656.01995812842,41184.60208791639,52634.764644563365,123848466.7630326,61990.79159653289,21446079406.971966,179056.7769125879,1773030840.213578,289430.3348553143,335001726.389391,125204.1386876823,71774601.3864334,200976.11131008618,145153856.60241,176679.7298223817,927075037.8263583,72864.52638864271,12069195342.020233,282604.49063961726,10446657880.398973,208811.65568168473,1135801487.9903798,303185.68456470204,34044150090.369534,200567.05274574232,57991386204.21143,190382.01815581633,16592941001.27498,359040.33524502214,34536517731.845436,586659.5483052793,2423862737.701608,395006.5375844105,90162831.46053523,342994.81259021495,213152335.2738237,296391.5879692074,8631814.965218524,270064.8017289222,265924.08375570696,244828.40577921603,155455921.4261434,207276.69490445132,1575351.072774096,303248.3342206287,377208506.441116,597774.4488802445,8396182.220005684,326487.53186268115,104244933.04307523,392299.1995736736,8005030.383404739,389004.91673452524,33371920.153934453,525163.3631367782,1492678.9845031414,445651.48406734265,863846199.331617,464999.4930499355,5015323962.129948,511170.94034784636,2318482251.007134,,
4753.4526166128735,44454206.03374567,120892.03235609301,10576213437.708614,130658.75808905852,1952195877.7822657,62395.17228642546,33402227.399518393,116364.25362549408,399116825.9921335,257980.56446943042,3201305.066002571,61574.82080998023,229014.13117801934,47530.420720307855,8444.317361639234,40386.841089537156,22265546.24109718,41489.9255639924,51393.203990593116,40259.04411046755,126948741.60725814,41808.3331648954,22850290219.213936,158583.8951146856,1478995246.3557146,216400.03863658325,307034670.3574597,198570.612740209,73794414.58094886,284965.2252872653,143281264.743901,136671.7250479457,1010925474.688955,69065.9350928212,11705498816.995646,167621.90677295555,10506857422.346321,187629.56000610467,1062542334.5363508,267258.03720853996,38466389389.273186,142373.88376549445,55228293196.02175,298929.72413612006,20125729220.445587,277254.19442671695,29631149993.29441,298446.0781643068,2669384753.4676723,207919.19166073596,31481055.854992997,284060.2969203347,295995550.5920491,213760.59098957744,28617688.716937665,217287.4967381638,11549749.812842038,241775.9820603786,71416356.99464601,297988.3798622892,875.9815331678657,218220.26563658228,236561986.47007963,440146.0199872434,9215194.092084052,206634.8382603843,120088099.7797048,213939.6930095152,1222671.9350679738,169053.51231050194,7153878.755536762,249741.60035113647,1397.8022959690993,167622.35768096574,833260168.0610776,149496.69839006293,3982562101.457845,267408.78901399014,2357294096.6865125,,
3469.6593179138295,41659551.1967499,222700.15328403693,11381582597.189941,148367.44046746125,1763877746.2254105,94645.9231335772,37512561.839656346,58961.29054906089,395189115.8914708,207870.21424946864,3216897.039778662,13762.70428629899,8609.951503021566,291.55761771276934,1755.4041084461815,393.8678184898023,14815247.677217713,8106.532631009296,512.4700769147831,323.79835735738374,139403193.50381508,2603.6070962998597,23028480553.698193,114398.44889398146,1655739145.6924875,114284.26205649563,231412117.60683376,168934.762740295,45085412.50923737,395835.4991052914,177417115.7421985,169652.1605985426,858771546.3939986,167187.2146941615,13126465995.591793,184492.18787721047,9625279970.19551,205717.62549682538,1328953658.005654,165626.56387276863,33479389146.19871,250136.03637909977,59355019492.01026,220065.0625598192,18269350336.992302,225392.08520384,31637941556.587757,285234.20757999003,1919440831.085811,211756.74180779574,72213660.67269354,184996.7587057984,174458199.0073733,198235.17649310463,9628564.997668248,252578.1036427014,3280128.9096796983,302627.23092361866,172996408.22821936,342418.94218361843,1644661.8970306616,364464.57821325486,337062315.9990124,431823.2342136482,6875926.827402964,240332.4667057219,85389023.6980743,244131.2768509208,5180578.459006548,262264.9777911223,19745263.232785147,425438.9561323952,888667.1344189332,364348.6852916084,912082907.3949071,330974.1825324441,4526284639.474456,393116.94465924054,2422504983.33651,,
2218.185008949805,46792506.20236119,38825.83342290679,10064344814.674623,114834.75309877255,1650822765.713644,42106.09157567091,29775899.695032373,129308.75377721466,401960137.7190316,293658.0588847914,3354210.1177430633,14293.15806330538,16961.2425190811,446.5749696736467,792.0424983103143,503.2727697411107,21563941.508542355,938.2955294480031,311.9325951493766,80.99228031643207,123128418.52959977,6008.012036391839,21484138686.84503,111923.5251610723,1650899789.533568,69802.81020020907,235349653.96793357,33915.11332766719,45440954.85715894,132536.65240845288,123797082.28723128,77460.36250703792,904309967.3804735,99007.53073234936,12418773893.598444,266927.6749888941,10331882845.885191,376131.3058500455,1144299486.7510796,369458.4616301497,36141735208.57254,410582.797370415,60520197073.57023,475823.93827060715,19659519308.937634,554505.1314646984,32059724734.900852,424750.3844654041,2441299474.962247,271292.1947659086,34170912.22097013,188712.67635451682,239856791.8008366,171679.4166017271,18858187.164648436,168207.00512584962,6224884.944597976,171793.73953567757,97329873.04208055,143281.9953346632,1280.8550544337975,120231.51808201255,244276560.92966855,328816.2922198086,6221644.784087077,162676.74547701894,86559950.20832506,263545.254626934,1822695.6054665386,164146.20941649456,7027219.292136279,272749.2018030091,2262.8953491929205,179061.5285225677,871131372.9924593,119118.19811208967,3974522859.0603538,206168.6729071406,2014507546.4701297,,
2396.1479170429,48955343.13217935,177987.06441710214,11014649586.026138,200022.33427600728,1842935619.6119192,71926.42687328711,35426440.662589,17171.60169748943,403398507.19799936,316427.11358018656,3779032.6377562485,58630.46379392581,197748.8101617633,53825.06368842268,11268.838200219914,54786.60288650147,23578003.686927993,54645.63240669365,67111.68003333107,53226.13268544492,120736925.14891776,61615.77125044747,22771804177.24518,119652.32480078675,1637912593.9412522,163919.74931703642,268082448.70465907,206466.25045661436,76384441.98233545,331572.3612955656,140119835.92827776,124293.46870724962,992151205.069108,176904.98145680418,12278356389.100662,214447.68967834202,9819909261.785936,235000.08797052017,1169017820.308278,281481.6768690649,35922939521.83715,161727.4930723696,58245814592.66527,202022.19114098093,18052458647.72735,180615.7594676838,30463324970.4097,238987.70193715033,2067915169.883961,208514.61865574546,53788564.4526538,124309.40113451047,168887247.1929087,172418.60895511872,9131306.737148773,354878.98893385025,3032604.25614164,538053.9486402659,198591190.73666668,247158.7437322603,1194940.4684810296,241510.90186557267,334107147.61326325,409029.2786835776,6104654.518458973,246522.7508694897,71798150.79332499,265867.64293532254,4612892.651715858,270135.88274525513,20285080.664592326,399555.2167345997,1023273.5929726625,352414.5256817922,891935303.1274568,336459.48657670093,4405072655.943231,397437.20452570566,2351318462.728388,,
3336.790499554968,45544083.88029394,123853.87447817711,10793120171.23191,197646.6876183882,1935290880.0553386,198110.40348235576,39525875.071583726,226794.12646504384,442797507.9196169,359248.52876832813,5319370.996440988,160588.8761416269,524125.2657224374,123301.0001770688,20129.49495854374,95184.77759192491,25193483.114533484,96669.42742210964,118166.1013068519,92949.80860899705,94941269.23585944,138714.41100647242,23397457352.578392,187139.242519551,1606608746.397412,143158.6349511011,321116801.2405429,106463.49326876832,85022557.94770063,243601.25207865486,152678426.44193694,172901.1372376675,934476313.2289275,191590.71953748734,12361669837.382784,252649.96309498217,10361949783.998795,240786.645087799,1016271673.7465638,311796.20352119085,36761204820.99432,238160.4570044195,56542362112.615326,304175.8861830992,18874800032.933193,219410.11305874985,30760017942.558754,274588.21213076764,2059777750.3513324,139621.8455361755,32106815.69918449,191803.23412413293,253194882.95269886,164485.21544191547,18963337.14358257,147342.0306340962,5612115.505094549,322091.6909517288,117092016.13667588,139305.6457471252,31368.51140907498,121420.19030943696,256210310.10772127,216094.53003001472,4580037.577606499,95059.24295946748,72254586.3943093,132868.70330537058,685550.7385170369,151450.9718717288,7198274.265052759,354089.10930953315,1148.0942488936623,136489.1700620854,806011390.7635384,100155.27100256084,4161975246.047102,208062.91975532426,2328173891.8686695,,
6253.953377140376,43246381.24645268,212205.91413202946,11164255543.318623,180467.50601676182,1882260218.282079,208672.2421058603,44799188.27215356,110091.69087220915,399596821.4826763,215665.3119089893,2627364.2213872243,53933.37157802088,196460.90733383162,54017.4502649626,12014.725952936302,53479.62165453539,25932192.408209845,54843.02358708709,67175.21440639452,53289.532152334534,104941122.17364521,57419.61276166889,22878883764.644966,305589.5047943294,1779866574.0844011,254752.36425758607,250813180.75121558,128638.79746884509,60464118.99118866,413498.7511613226,184499323.5051751,192295.41237036232,860002111.8871064,205978.03953543323,13054004082.94523,228597.2506200605,9507781825.40936,237267.5980631532,1200401869.7466586,267200.5060596416,32719482329.634758,307552.99505072605,58386344961.764595,489942.7282559619,20013966195.681248,381054.57899519213,31858197432.35368,517234.3575904686,2304018835.054567,416144.4866110017,79900829.97456375,475248.0191486687,279101963.1219412,423697.02428174845,24276621.44598904,490092.4762960189,8728194.208530022,448707.6818264411,157992878.89437348,384573.6404117427,1718724.6105785896,447004.1545824053,381064231.5767174,572169.3899694356,9202347.02282158,451421.52038440807,111797932.6306475,601895.0606433604,8944813.953830898,499774.3649396425,29139165.321336653,446321.2783489326,1466512.88709543,441127.507084517,885759413.9319797,439303.2679808056,4796524734.59658,482906.24842883315,2490779472.9450183,,
3760.217967540019,41586723.475653425,240347.0518688474,10477250135.761526,94915.25251581504,1739148767.3851104,120728.19977826167,49490609.14620976,55386.52669633472,420088571.79464054,205751.03992983943,3199283.9819302866,30158.08489349897,36199.10794613472,389.8139645150528,1858.4293411348435,424.51700111950805,18750614.28101465,4882.544711475339,454.0489144329585,115.53847306056032,124012565.91206455,3668.6392042572643,21868530625.56225,138365.8064031581,1406007003.0202448,121089.51358154444,292621829.94912505,105084.97967011124,64560546.76205717,239870.38218800194,140932338.98325214,150920.9316402247,898286767.7652985,246480.73859831446,11947270585.226057,199934.5882957374,10071172803.544859,130080.27519795457,1078856731.2664416,217720.4430938997,34576784879.736015,295944.8668666441,57884515200.480415,314087.7379532944,20058252460.589985,211933.37036752448,31183917972.485233,165879.98292585072,2120414997.942818,145042.28679209386,45302033.99284503,144101.14442304362,219131753.7021743,95204.22283576285,10261673.518717257,220930.586123257,3284206.3064684966,132049.86484475702,93295946.38832752,98294.08027337263,916.2343608634785,73484.52339068736,248385943.41047525,179626.14812643552,4609901.044333593,78873.34390705533,69100567.15742716,187354.7044379713,1859862.0348775825,78953.50137123944,7428930.290217419,188324.05274680897,816.1060956458466,76182.98337342944,686523600.0627162,62214.94213451534,4175712348.0226297,211814.46115164,2152781574.681753,,
6368.341891067806,45195718.78943793,184848.61428450394,11122861413.361855,38374.84952575853,1642823916.1738677,153584.2986423408,53631988.57330887,77568.37814430537,459596620.6160027,243408.1580649828,1794265.8601021268,67902.34337578183,23139.899159775538,55317.083734392945,174748.925942561,55251.11559675331,13054044.764549661,66363.29644168804,43897.39653723315,55131.10842297697,136873627.22162575,58243.47347715851,22781061034.073257,129721.20215286179,1679785221.4851139,219589.89361543386,299274086.9778517,71928.73207763881,50212539.552072376,140364.78199799964,143577649.35306036,204385.80970050162,981190082.2532481,143891.56644891968,12675287380.433144,316833.194272255,10732191427.201937,232699.99825409974,1025788616.4770714,344497.6424094633,36487164496.10547,275585.01137533225,58023029829.93437,311688.3855299425,19304743120.409767,249426.01091672402,30974548465.71277,414410.4650443674,2454204725.707294,330593.367658081,48529216.42405582,295983.4270174959,283817202.18066293,222225.02871774358,23795359.619671322,263803.0734103659,8475714.695010368,376471.9900584171,151442742.20689416,226530.6293022182,525702.969701023,243668.42198423666,282506574.8304809,484925.1187277275,8106940.202718911,206402.97033988632,99686813.1758313,262523.83522456134,2864173.757345593,243246.93723489088,13234312.692145094,247474.4294291014,445251.26872259396,248883.33649600533,866653613.4960343,266643.8142431334,4524730122.956925,359140.8308944019,2572697758.3619375,,
8366.472038380525,44331441.85906708,131802.30116409628,11209785913.544146,106572.69860268864,1733524550.6571624,60090.88648280176,37390099.76799742,87148.65211913365,409979999.4659512,238188.9691451157,2879652.754966373,54428.99785495207,196239.14526826513,53698.750921694154,13650.513835645153,53448.18348303263,21292782.49844754,56799.66464584214,67418.2795962431,53363.96653050262,90603418.96006575,114720.51420320106,25265741408.8715,215968.60349012288,1457170214.152837,268942.489931291,370824574.3590135,169809.37895707268,80871972.09170958,430055.3890612566,138972694.1563963,187993.07565709832,937486193.618136,156849.93639152564,12493490945.963339,254329.17271259826,10504342375.681826,203852.40402659157,1057831823.5477515,272818.4826636687,34470712738.424034,217078.43234976847,57793231744.27088,281177.1716097395,19952265503.212852,198972.81853669952,30841016178.080658,338698.48364625615,2228073296.491505,369507.7410674365,73520409.680949,396781.42768842645,269601703.9727458,302110.0696274956,21584379.4348438,305368.9314838502,8855832.363693014,343397.211247489,117861023.28335142,339464.9428475441,528453.7294755436,295293.96128664544,281149489.8582039,354912.39410259016,6999487.040007538,295149.9668695298,106352441.97458906,335587.5022708417,2519464.0843430385,296381.9995324141,13561224.721815582,444411.33270478237,451116.80890599586,377676.4060476257,933201166.9198824,347649.04220388725,4151613264.07192,466029.0483802298,,,
3631.2391398943005,44127422.45116619,215132.4718888607,11951619088.251917,204831.9303720546,1894799433.7499654,55932.336143902234,34642721.893283054,204626.70862802505,400457774.1292067,439704.5502512342,6095801.870951033,94636.74985146876,78177.7960669854,1010.3408444026915,776.0344564853735,787.3875360478936,15603715.68497577,4661.814925087483,399.9109107091893,173.81722182744033,122025296.8625057,6176.492184431345,21597378781.502117,121587.59688605736,1636455211.76383,25020.26818129499,190960910.96972483,53909.26322305143,41068495.6819877,181373.95585473024,137362476.4465356,105906.0482222199,869030161.8237964,232623.0277263127,13902610133.120941,321404.0241146047,9766264828.548096,247353.06011779877,1224541217.1243815,306382.48481085495,36059842703.232544,218790.4286747615,59317346073.169685,257064.2732707709,17870885142.35202,300560.90822294366,33111952054.197464,316493.97425164393,1996707637.423973,274719.57492809626,86206667.10319375,239840.13562908824,150083293.6629919,228955.9539144965,4157529.1826897594,436752.53058239847,343116.59781240975,397841.04826856806,190560889.56263033,312283.2415358716,2104595.414194764,399723.67752366216,415580921.83463055,465696.45638176566,5301009.969038501,284372.37958225835,56212876.395463854,298003.7865840365,8736663.54048959,293459.82297823543,34826604.39946581,374590.2332572446,1775755.8356593861,449148.2921208495,935891358.3223007,402383.7812938509,5022674071.756905,419347.5848653058,2112883030.4572227,369014.4150483088,
